sample,assembly,genome,NGA50,LGA50
SAMEA2467035,SR (megahit),MGYG000004581,4827.0,181.0
SAMEA2467035,SR (megahit),MGYG000004658,70194.0,16.0
SAMEA2467035,SR (megahit),MGYG000004733,,
SAMEA2467035,SR (megahit),MGYG000004740,,
SAMEA2467035,SR (megahit),MGYG000004789,,
SAMEA2467035,SR (megahit),MGYG000004790,,
SAMEA2467035,SR (megahit),MGYG000004811,,
SAMEA2467035,SR (megahit),MGYG000004897,,
SAMEA2467035,SR (megahit),MGYG000006745,6840.0,66.0
SAMEA2467035,SR (megahit),MGYG000055572,1902.0,602.0
SAMEA2467035,SR (megahit),MGYG000066600,,
SAMEA2467035,SR (megahit),MGYG000074969,,
SAMEA2467035,SR (megahit),MGYG000145940,2681.0,477.0
SAMEA2467035,SR (megahit),MGYG000147988,12890.0,42.0
SAMEA2467035,SR (megahit),MGYG000177238,1677.0,675.0
SAMEA2467035,SR (megahit),MGYG000262994,1992.0,549.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000002,121871.0,11.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000003,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000029,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000033,90033.0,10.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000034,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000035,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000038,56551.0,16.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000044,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000045,137969.0,6.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000050,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000059,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000060,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000068,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000069,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000074,5361.0,148.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000077,113624.0,10.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000080,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000086,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000087,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000092,9938.0,99.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000095,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000105,437708.0,4.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000131,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000133,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000135,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000137,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000141,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000142,110329.0,11.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000144,6276.0,119.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000146,112772.0,8.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000150,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000154,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000164,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000170,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000172,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000177,14050.0,45.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000185,41443.0,24.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000192,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000193,11604.0,99.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000196,171932.0,11.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000198,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000202,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000203,154618.0,9.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000205,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000208,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000209,107101.0,9.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000212,164768.0,7.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000217,30537.0,34.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000229,14211.0,60.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000242,1568.0,378.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000249,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000251,40691.0,28.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000253,26176.0,28.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000254,75451.0,19.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000255,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000265,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000271,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000277,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000278,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000307,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000344,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000358,13938.0,31.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000418,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000530,1140.0,140.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000562,51233.0,22.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000595,4526.0,112.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000644,34506.0,31.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000653,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000712,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000903,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000909,,
SAMEA2467041,Hybrid (hybridspades),MGYG000000958,124910.0,4.0
SAMEA2467041,Hybrid (hybridspades),MGYG000000969,7260.0,105.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001029,147848.0,5.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001057,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001062,15449.0,35.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001106,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001187,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001204,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001246,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001292,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001302.1,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001304,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001313,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001315,73432.0,13.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001321,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001338,156349.0,8.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001345,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001346,715322.0,3.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001352,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001359,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001367,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001378,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001380,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001382,57858.0,14.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001386,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001398,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001400,10383.0,78.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001402,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001413,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001429,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001439,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001456.1,1246.0,685.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001489,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001493,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001499,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001500,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001529,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001531,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001560,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001562,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001576,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001593,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001597,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001651,11774.0,53.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001714,7992.0,104.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001756,1631.0,159.0
SAMEA2467041,Hybrid (hybridspades),MGYG000001760,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001784,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001874,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001960,,
SAMEA2467041,Hybrid (hybridspades),MGYG000001985,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002021,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002096,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002136,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002171,30581.0,38.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002193,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002233,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002272,50511.0,17.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002276,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002279,20631.0,43.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002282,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002286,133553.0,8.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002298,74194.0,18.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002304,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002327,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002330,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002340,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002352,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002387,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002416,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002417,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002438,355863.0,4.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002445,3098.0,176.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002446,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002448,6669.0,85.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002454,81241.0,11.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002455,2156.0,668.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002470,106141.0,17.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002478,552867.0,4.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002480,57323.0,17.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002492,94489.0,12.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002506,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002517,3206.0,196.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002523,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002528,431255.0,3.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002530,372103.0,2.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002544,7348.0,119.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002545,165479.0,6.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002549,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002570,26947.0,26.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002602,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002616,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002673,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002694,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002710,74792.0,10.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002726,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002776,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002785,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002876,72813.0,10.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002926,8309.0,57.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002930,29730.0,27.0
SAMEA2467041,Hybrid (hybridspades),MGYG000002954,,
SAMEA2467041,Hybrid (hybridspades),MGYG000002990,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003004,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003017,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003124,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003170,8196.0,62.0
SAMEA2467041,Hybrid (hybridspades),MGYG000003210,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003211,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003217,116070.0,6.0
SAMEA2467041,Hybrid (hybridspades),MGYG000003237,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003335,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003681,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003682,36137.0,31.0
SAMEA2467041,Hybrid (hybridspades),MGYG000003684,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003693,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003768,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003818,,
SAMEA2467041,Hybrid (hybridspades),MGYG000003937,12914.0,57.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004016,68486.0,11.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004033,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004063,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004083,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004143,61832.0,13.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004153,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004236,32340.0,24.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004245,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004250,54610.0,18.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004319,171108.0,4.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004341,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004431,60766.0,17.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004468,18983.0,25.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004521,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004533,13162.0,45.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004552,36535.0,21.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004586,9354.0,84.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004775,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004789,28667.0,22.0
SAMEA2467041,Hybrid (hybridspades),MGYG000004847,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004855,,
SAMEA2467041,Hybrid (hybridspades),MGYG000004867,,
SAMEA2467041,Hybrid (hybridspades),MGYG000006745,,
SAMEA2467041,Hybrid (hybridspades),MGYG000055572,2064.0,414.0
SAMEA2467041,Hybrid (hybridspades),MGYG000066600,,
SAMEA2467041,Hybrid (hybridspades),MGYG000074969,,
SAMEA2467041,Hybrid (hybridspades),MGYG000145940,,
SAMEA2467041,Hybrid (hybridspades),MGYG000147988,,
SAMEA2467041,Hybrid (hybridspades),MGYG000177238,,
SAMEA2467041,Hybrid (hybridspades),MGYG000262994,2249.0,368.0
SAMEA2467041,LR (metaflye),MGYG000000002,5093.0,67.0
SAMEA2467041,LR (metaflye),MGYG000000003,,
SAMEA2467041,LR (metaflye),MGYG000000029,,
SAMEA2467041,LR (metaflye),MGYG000000033,91380.0,10.0
SAMEA2467041,LR (metaflye),MGYG000000034,,
SAMEA2467041,LR (metaflye),MGYG000000035,,
SAMEA2467041,LR (metaflye),MGYG000000038,40240.0,19.0
SAMEA2467041,LR (metaflye),MGYG000000044,,
SAMEA2467041,LR (metaflye),MGYG000000045,187681.0,5.0
SAMEA2467041,LR (metaflye),MGYG000000050,,
SAMEA2467041,LR (metaflye),MGYG000000059,,
SAMEA2467041,LR (metaflye),MGYG000000060,,
SAMEA2467041,LR (metaflye),MGYG000000068,,
SAMEA2467041,LR (metaflye),MGYG000000069,,
SAMEA2467041,LR (metaflye),MGYG000000074,,
SAMEA2467041,LR (metaflye),MGYG000000077,111533.0,10.0
SAMEA2467041,LR (metaflye),MGYG000000080,,
SAMEA2467041,LR (metaflye),MGYG000000086,,
SAMEA2467041,LR (metaflye),MGYG000000087,,
SAMEA2467041,LR (metaflye),MGYG000000092,,
SAMEA2467041,LR (metaflye),MGYG000000095,,
SAMEA2467041,LR (metaflye),MGYG000000105,648613.0,3.0
SAMEA2467041,LR (metaflye),MGYG000000131,,
SAMEA2467041,LR (metaflye),MGYG000000133,,
SAMEA2467041,LR (metaflye),MGYG000000135,,
SAMEA2467041,LR (metaflye),MGYG000000137,,
SAMEA2467041,LR (metaflye),MGYG000000141,,
SAMEA2467041,LR (metaflye),MGYG000000142,2189.0,40.0
SAMEA2467041,LR (metaflye),MGYG000000144,,
SAMEA2467041,LR (metaflye),MGYG000000146,3051.0,39.0
SAMEA2467041,LR (metaflye),MGYG000000150,,
SAMEA2467041,LR (metaflye),MGYG000000154,,
SAMEA2467041,LR (metaflye),MGYG000000164,,
SAMEA2467041,LR (metaflye),MGYG000000170,,
SAMEA2467041,LR (metaflye),MGYG000000172,,
SAMEA2467041,LR (metaflye),MGYG000000177,,
SAMEA2467041,LR (metaflye),MGYG000000185,5630.0,70.0
SAMEA2467041,LR (metaflye),MGYG000000192,,
SAMEA2467041,LR (metaflye),MGYG000000193,,
SAMEA2467041,LR (metaflye),MGYG000000196,,
SAMEA2467041,LR (metaflye),MGYG000000198,,
SAMEA2467041,LR (metaflye),MGYG000000202,,
SAMEA2467041,LR (metaflye),MGYG000000203,,
SAMEA2467041,LR (metaflye),MGYG000000205,,
SAMEA2467041,LR (metaflye),MGYG000000208,,
SAMEA2467041,LR (metaflye),MGYG000000209,57804.0,15.0
SAMEA2467041,LR (metaflye),MGYG000000212,199781.0,7.0
SAMEA2467041,LR (metaflye),MGYG000000217,7108.0,53.0
SAMEA2467041,LR (metaflye),MGYG000000229,,
SAMEA2467041,LR (metaflye),MGYG000000242,,
SAMEA2467041,LR (metaflye),MGYG000000249,,
SAMEA2467041,LR (metaflye),MGYG000000251,,
SAMEA2467041,LR (metaflye),MGYG000000253,27280.0,27.0
SAMEA2467041,LR (metaflye),MGYG000000254,,
SAMEA2467041,LR (metaflye),MGYG000000255,,
SAMEA2467041,LR (metaflye),MGYG000000265,,
SAMEA2467041,LR (metaflye),MGYG000000271,,
SAMEA2467041,LR (metaflye),MGYG000000277,,
SAMEA2467041,LR (metaflye),MGYG000000278,,
SAMEA2467041,LR (metaflye),MGYG000000307,,
SAMEA2467041,LR (metaflye),MGYG000000344,,
SAMEA2467041,LR (metaflye),MGYG000000358,14404.0,33.0
SAMEA2467041,LR (metaflye),MGYG000000418,,
SAMEA2467041,LR (metaflye),MGYG000000530,,
SAMEA2467041,LR (metaflye),MGYG000000562,,
SAMEA2467041,LR (metaflye),MGYG000000595,,
SAMEA2467041,LR (metaflye),MGYG000000644,22291.0,45.0
SAMEA2467041,LR (metaflye),MGYG000000653,,
SAMEA2467041,LR (metaflye),MGYG000000712,,
SAMEA2467041,LR (metaflye),MGYG000000903,,
SAMEA2467041,LR (metaflye),MGYG000000909,,
SAMEA2467041,LR (metaflye),MGYG000000958,124882.0,4.0
SAMEA2467041,LR (metaflye),MGYG000000969,,
SAMEA2467041,LR (metaflye),MGYG000001029,147848.0,5.0
SAMEA2467041,LR (metaflye),MGYG000001057,,
SAMEA2467041,LR (metaflye),MGYG000001062,12842.0,45.0
SAMEA2467041,LR (metaflye),MGYG000001106,,
SAMEA2467041,LR (metaflye),MGYG000001187,,
SAMEA2467041,LR (metaflye),MGYG000001204,,
SAMEA2467041,LR (metaflye),MGYG000001246,,
SAMEA2467041,LR (metaflye),MGYG000001292,,
SAMEA2467041,LR (metaflye),MGYG000001302.1,,
SAMEA2467041,LR (metaflye),MGYG000001304,,
SAMEA2467041,LR (metaflye),MGYG000001313,,
SAMEA2467041,LR (metaflye),MGYG000001315,,
SAMEA2467041,LR (metaflye),MGYG000001321,,
SAMEA2467041,LR (metaflye),MGYG000001338,237863.0,6.0
SAMEA2467041,LR (metaflye),MGYG000001345,,
SAMEA2467041,LR (metaflye),MGYG000001346,654662.0,3.0
SAMEA2467041,LR (metaflye),MGYG000001352,,
SAMEA2467041,LR (metaflye),MGYG000001359,,
SAMEA2467041,LR (metaflye),MGYG000001367,,
SAMEA2467041,LR (metaflye),MGYG000001378,,
SAMEA2467041,LR (metaflye),MGYG000001380,,
SAMEA2467041,LR (metaflye),MGYG000001382,144920.0,6.0
SAMEA2467041,LR (metaflye),MGYG000001386,,
SAMEA2467041,LR (metaflye),MGYG000001398,,
SAMEA2467041,LR (metaflye),MGYG000001400,,
SAMEA2467041,LR (metaflye),MGYG000001402,,
SAMEA2467041,LR (metaflye),MGYG000001413,,
SAMEA2467041,LR (metaflye),MGYG000001429,,
SAMEA2467041,LR (metaflye),MGYG000001439,,
SAMEA2467041,LR (metaflye),MGYG000001456.1,,
SAMEA2467041,LR (metaflye),MGYG000001489,,
SAMEA2467041,LR (metaflye),MGYG000001493,,
SAMEA2467041,LR (metaflye),MGYG000001499,,
SAMEA2467041,LR (metaflye),MGYG000001500,,
SAMEA2467041,LR (metaflye),MGYG000001529,,
SAMEA2467041,LR (metaflye),MGYG000001531,,
SAMEA2467041,LR (metaflye),MGYG000001560,,
SAMEA2467041,LR (metaflye),MGYG000001562,,
SAMEA2467041,LR (metaflye),MGYG000001576,,
SAMEA2467041,LR (metaflye),MGYG000001593,,
SAMEA2467041,LR (metaflye),MGYG000001597,,
SAMEA2467041,LR (metaflye),MGYG000001651,,
SAMEA2467041,LR (metaflye),MGYG000001714,,
SAMEA2467041,LR (metaflye),MGYG000001756,,
SAMEA2467041,LR (metaflye),MGYG000001760,,
SAMEA2467041,LR (metaflye),MGYG000001784,,
SAMEA2467041,LR (metaflye),MGYG000001874,,
SAMEA2467041,LR (metaflye),MGYG000001960,,
SAMEA2467041,LR (metaflye),MGYG000001985,,
SAMEA2467041,LR (metaflye),MGYG000002021,,
SAMEA2467041,LR (metaflye),MGYG000002096,,
SAMEA2467041,LR (metaflye),MGYG000002136,,
SAMEA2467041,LR (metaflye),MGYG000002171,8136.0,83.0
SAMEA2467041,LR (metaflye),MGYG000002193,,
SAMEA2467041,LR (metaflye),MGYG000002233,,
SAMEA2467041,LR (metaflye),MGYG000002272,,
SAMEA2467041,LR (metaflye),MGYG000002276,,
SAMEA2467041,LR (metaflye),MGYG000002279,,
SAMEA2467041,LR (metaflye),MGYG000002282,,
SAMEA2467041,LR (metaflye),MGYG000002286,108675.0,8.0
SAMEA2467041,LR (metaflye),MGYG000002298,29109.0,29.0
SAMEA2467041,LR (metaflye),MGYG000002304,,
SAMEA2467041,LR (metaflye),MGYG000002327,,
SAMEA2467041,LR (metaflye),MGYG000002330,,
SAMEA2467041,LR (metaflye),MGYG000002340,,
SAMEA2467041,LR (metaflye),MGYG000002352,,
SAMEA2467041,LR (metaflye),MGYG000002387,,
SAMEA2467041,LR (metaflye),MGYG000002416,,
SAMEA2467041,LR (metaflye),MGYG000002417,,
SAMEA2467041,LR (metaflye),MGYG000002438,,
SAMEA2467041,LR (metaflye),MGYG000002445,,
SAMEA2467041,LR (metaflye),MGYG000002446,,
SAMEA2467041,LR (metaflye),MGYG000002448,,
SAMEA2467041,LR (metaflye),MGYG000002454,1556614.0,1.0
SAMEA2467041,LR (metaflye),MGYG000002455,,
SAMEA2467041,LR (metaflye),MGYG000002470,,
SAMEA2467041,LR (metaflye),MGYG000002478,402086.0,5.0
SAMEA2467041,LR (metaflye),MGYG000002480,26976.0,23.0
SAMEA2467041,LR (metaflye),MGYG000002492,659016.0,3.0
SAMEA2467041,LR (metaflye),MGYG000002506,,
SAMEA2467041,LR (metaflye),MGYG000002517,,
SAMEA2467041,LR (metaflye),MGYG000002523,,
SAMEA2467041,LR (metaflye),MGYG000002528,754808.0,2.0
SAMEA2467041,LR (metaflye),MGYG000002530,,
SAMEA2467041,LR (metaflye),MGYG000002544,,
SAMEA2467041,LR (metaflye),MGYG000002545,626367.0,2.0
SAMEA2467041,LR (metaflye),MGYG000002549,,
SAMEA2467041,LR (metaflye),MGYG000002570,26947.0,26.0
SAMEA2467041,LR (metaflye),MGYG000002602,,
SAMEA2467041,LR (metaflye),MGYG000002616,,
SAMEA2467041,LR (metaflye),MGYG000002673,,
SAMEA2467041,LR (metaflye),MGYG000002694,,
SAMEA2467041,LR (metaflye),MGYG000002710,45632.0,13.0
SAMEA2467041,LR (metaflye),MGYG000002726,,
SAMEA2467041,LR (metaflye),MGYG000002776,,
SAMEA2467041,LR (metaflye),MGYG000002785,,
SAMEA2467041,LR (metaflye),MGYG000002876,,
SAMEA2467041,LR (metaflye),MGYG000002926,,
SAMEA2467041,LR (metaflye),MGYG000002930,25801.0,33.0
SAMEA2467041,LR (metaflye),MGYG000002954,,
SAMEA2467041,LR (metaflye),MGYG000002990,,
SAMEA2467041,LR (metaflye),MGYG000003004,,
SAMEA2467041,LR (metaflye),MGYG000003017,,
SAMEA2467041,LR (metaflye),MGYG000003124,,
SAMEA2467041,LR (metaflye),MGYG000003170,6860.0,75.0
SAMEA2467041,LR (metaflye),MGYG000003210,,
SAMEA2467041,LR (metaflye),MGYG000003211,,
SAMEA2467041,LR (metaflye),MGYG000003217,116054.0,6.0
SAMEA2467041,LR (metaflye),MGYG000003237,,
SAMEA2467041,LR (metaflye),MGYG000003335,,
SAMEA2467041,LR (metaflye),MGYG000003681,,
SAMEA2467041,LR (metaflye),MGYG000003682,,
SAMEA2467041,LR (metaflye),MGYG000003684,,
SAMEA2467041,LR (metaflye),MGYG000003693,,
SAMEA2467041,LR (metaflye),MGYG000003768,,
SAMEA2467041,LR (metaflye),MGYG000003818,,
SAMEA2467041,LR (metaflye),MGYG000003937,13306.0,57.0
SAMEA2467041,LR (metaflye),MGYG000004016,8649.0,22.0
SAMEA2467041,LR (metaflye),MGYG000004033,,
SAMEA2467041,LR (metaflye),MGYG000004063,,
SAMEA2467041,LR (metaflye),MGYG000004083,,
SAMEA2467041,LR (metaflye),MGYG000004143,17366.0,23.0
SAMEA2467041,LR (metaflye),MGYG000004153,,
SAMEA2467041,LR (metaflye),MGYG000004236,,
SAMEA2467041,LR (metaflye),MGYG000004245,,
SAMEA2467041,LR (metaflye),MGYG000004250,70943.0,14.0
SAMEA2467041,LR (metaflye),MGYG000004319,171107.0,4.0
SAMEA2467041,LR (metaflye),MGYG000004341,,
SAMEA2467041,LR (metaflye),MGYG000004431,29749.0,31.0
SAMEA2467041,LR (metaflye),MGYG000004468,,
SAMEA2467041,LR (metaflye),MGYG000004521,,
SAMEA2467041,LR (metaflye),MGYG000004533,,
SAMEA2467041,LR (metaflye),MGYG000004552,,
SAMEA2467041,LR (metaflye),MGYG000004586,9874.0,81.0
SAMEA2467041,LR (metaflye),MGYG000004775,,
SAMEA2467041,LR (metaflye),MGYG000004789,28667.0,22.0
SAMEA2467041,LR (metaflye),MGYG000004847,,
SAMEA2467041,LR (metaflye),MGYG000004855,,
SAMEA2467041,LR (metaflye),MGYG000004867,,
SAMEA2467041,LR (metaflye),MGYG000006745,,
SAMEA2467041,LR (metaflye),MGYG000055572,,
