assembly,mag,reference,Ref_name,ANI,Align_fraction_ref,Align_fraction_query,recovered
LR (metaflye),,MGYG000001429,,0.0,,,False
LR (metaflye),,MGYG000001430,,0.0,,,False
LR (metaflye),,MGYG000001433,,0.0,,,False
LR (metaflye),,MGYG000001434,,0.0,,,False
LR (metaflye),,MGYG000001439,,0.0,,,False
LR (metaflye),,MGYG000001441,,0.0,,,False
LR (metaflye),,MGYG000001444,,0.0,,,False
LR (metaflye),,MGYG000001454,,0.0,,,False
LR (metaflye),,MGYG000001455.1,,0.0,,,False
LR (metaflye),,MGYG000001456.1,,0.0,,,False
LR (metaflye),,MGYG000001459,,0.0,,,False
LR (metaflye),,MGYG000001464,,0.0,,,False
LR (metaflye),,MGYG000001489,,0.0,,,False
LR (metaflye),,MGYG000001493,,0.0,,,False
LR (metaflye),,MGYG000001494,,0.0,,,False
LR (metaflye),,MGYG000001499,,0.0,,,False
LR (metaflye),,MGYG000001500,,0.0,,,False
LR (metaflye),,MGYG000001502,,0.0,,,False
LR (metaflye),,MGYG000001512,,0.0,,,False
LR (metaflye),,MGYG000001524,,0.0,,,False
LR (metaflye),,MGYG000001527,,0.0,,,False
LR (metaflye),,MGYG000001528,,0.0,,,False
LR (metaflye),,MGYG000001529,,0.0,,,False
LR (metaflye),,MGYG000001531,,0.0,,,False
LR (metaflye),,MGYG000001546,,0.0,,,False
LR (metaflye),,MGYG000001547,,0.0,,,False
LR (metaflye),,MGYG000001550,,0.0,,,False
LR (metaflye),,MGYG000001551,,0.0,,,False
LR (metaflye),,MGYG000001556,,0.0,,,False
LR (metaflye),,MGYG000001560,,0.0,,,False
LR (metaflye),,MGYG000001561,,0.0,,,False
LR (metaflye),,MGYG000001562,,0.0,,,False
LR (metaflye),,MGYG000001564,,0.0,,,False
LR (metaflye),,MGYG000001574,,0.0,,,False
LR (metaflye),,MGYG000001576,,0.0,,,False
LR (metaflye),,MGYG000001577,,0.0,,,False
LR (metaflye),,MGYG000001589,,0.0,,,False
LR (metaflye),,MGYG000001593,,0.0,,,False
LR (metaflye),,MGYG000001597,,0.0,,,False
LR (metaflye),,MGYG000001600,,0.0,,,False
LR (metaflye),,MGYG000001606,,0.0,,,False
LR (metaflye),,MGYG000001609,,0.0,,,False
LR (metaflye),,MGYG000001611,,0.0,,,False
LR (metaflye),,MGYG000001613,,0.0,,,False
LR (metaflye),,MGYG000001623,,0.0,,,False
LR (metaflye),,MGYG000001632,,0.0,,,False
LR (metaflye),,MGYG000001637,,0.0,,,False
LR (metaflye),,MGYG000001640,,0.0,,,False
LR (metaflye),,MGYG000001646,,0.0,,,False
LR (metaflye),,MGYG000001647,,0.0,,,False
LR (metaflye),,MGYG000001649,,0.0,,,False
LR (metaflye),,MGYG000001651,,0.0,,,False
LR (metaflye),,MGYG000001652,,0.0,,,False
LR (metaflye),,MGYG000001654,,0.0,,,False
LR (metaflye),,MGYG000001655,,0.0,,,False
LR (metaflye),,MGYG000001658,,0.0,,,False
LR (metaflye),,MGYG000001662,,0.0,,,False
LR (metaflye),,MGYG000001665,,0.0,,,False
LR (metaflye),,MGYG000001671,,0.0,,,False
LR (metaflye),,MGYG000001672,,0.0,,,False
LR (metaflye),,MGYG000001673,,0.0,,,False
LR (metaflye),,MGYG000001674,,0.0,,,False
LR (metaflye),,MGYG000001677,,0.0,,,False
LR (metaflye),,MGYG000001680,,0.0,,,False
LR (metaflye),,MGYG000001687,,0.0,,,False
LR (metaflye),,MGYG000001689,,0.0,,,False
LR (metaflye),,MGYG000001690,,0.0,,,False
LR (metaflye),,MGYG000001695,,0.0,,,False
LR (metaflye),,MGYG000001704,,0.0,,,False
LR (metaflye),,MGYG000001705,,0.0,,,False
LR (metaflye),,MGYG000001710,,0.0,,,False
LR (metaflye),,MGYG000001727,,0.0,,,False
LR (metaflye),,MGYG000001728,,0.0,,,False
LR (metaflye),,MGYG000001729,,0.0,,,False
LR (metaflye),,MGYG000001733,,0.0,,,False
LR (metaflye),,MGYG000001740,,0.0,,,False
LR (metaflye),,MGYG000001742,,0.0,,,False
LR (metaflye),,MGYG000001745,,0.0,,,False
LR (metaflye),,MGYG000001746,,0.0,,,False
LR (metaflye),,MGYG000001747,,0.0,,,False
LR (metaflye),,MGYG000001749,,0.0,,,False
LR (metaflye),,MGYG000001754,,0.0,,,False
LR (metaflye),,MGYG000001756,,0.0,,,False
LR (metaflye),,MGYG000001757,,0.0,,,False
LR (metaflye),,MGYG000001760,,0.0,,,False
LR (metaflye),,MGYG000001761,,0.0,,,False
LR (metaflye),,MGYG000001764,,0.0,,,False
LR (metaflye),,MGYG000001765,,0.0,,,False
LR (metaflye),,MGYG000001779,,0.0,,,False
LR (metaflye),,MGYG000001784,,0.0,,,False
LR (metaflye),,MGYG000001787,,0.0,,,False
LR (metaflye),,MGYG000001789,,0.0,,,False
LR (metaflye),,MGYG000001803,,0.0,,,False
LR (metaflye),,MGYG000001809,,0.0,,,False
LR (metaflye),,MGYG000001814,,0.0,,,False
LR (metaflye),,MGYG000001816,,0.0,,,False
LR (metaflye),,MGYG000001818,,0.0,,,False
LR (metaflye),,MGYG000001819,,0.0,,,False
LR (metaflye),,MGYG000001820,,0.0,,,False
LR (metaflye),,MGYG000001823,,0.0,,,False
LR (metaflye),,MGYG000001824,,0.0,,,False
LR (metaflye),,MGYG000001827,,0.0,,,False
LR (metaflye),,MGYG000001831,,0.0,,,False
LR (metaflye),,MGYG000001832,,0.0,,,False
LR (metaflye),,MGYG000001835,,0.0,,,False
LR (metaflye),,MGYG000001841,,0.0,,,False
LR (metaflye),,MGYG000001846,,0.0,,,False
LR (metaflye),,MGYG000001848,,0.0,,,False
LR (metaflye),,MGYG000001852,,0.0,,,False
LR (metaflye),,MGYG000001860,,0.0,,,False
LR (metaflye),,MGYG000001867,,0.0,,,False
LR (metaflye),,MGYG000001874,,0.0,,,False
LR (metaflye),,MGYG000001875,,0.0,,,False
LR (metaflye),,MGYG000001876,,0.0,,,False
LR (metaflye),,MGYG000001885,,0.0,,,False
LR (metaflye),,MGYG000001886,,0.0,,,False
LR (metaflye),,MGYG000001889,,0.0,,,False
LR (metaflye),,MGYG000001893,,0.0,,,False
LR (metaflye),,MGYG000001901,,0.0,,,False
LR (metaflye),,MGYG000001914,,0.0,,,False
LR (metaflye),,MGYG000001919,,0.0,,,False
LR (metaflye),,MGYG000001922,,0.0,,,False
LR (metaflye),,MGYG000001926,,0.0,,,False
LR (metaflye),,MGYG000001929,,0.0,,,False
LR (metaflye),,MGYG000001932,,0.0,,,False
LR (metaflye),,MGYG000001936,,0.0,,,False
LR (metaflye),,MGYG000001946,,0.0,,,False
LR (metaflye),,MGYG000001949,,0.0,,,False
LR (metaflye),,MGYG000001952,,0.0,,,False
LR (metaflye),,MGYG000001953,,0.0,,,False
LR (metaflye),,MGYG000001955,,0.0,,,False
LR (metaflye),,MGYG000001959,,0.0,,,False
LR (metaflye),,MGYG000001960,,0.0,,,False
LR (metaflye),,MGYG000001961,,0.0,,,False
LR (metaflye),,MGYG000001972,,0.0,,,False
LR (metaflye),,MGYG000001975,,0.0,,,False
LR (metaflye),,MGYG000001976,,0.0,,,False
LR (metaflye),,MGYG000001983,,0.0,,,False
LR (metaflye),,MGYG000001985,,0.0,,,False
LR (metaflye),,MGYG000001989,,0.0,,,False
LR (metaflye),,MGYG000002002,,0.0,,,False
LR (metaflye),,MGYG000002007,,0.0,,,False
LR (metaflye),,MGYG000002014,,0.0,,,False
LR (metaflye),,MGYG000002016,,0.0,,,False
LR (metaflye),,MGYG000002023,,0.0,,,False
LR (metaflye),,MGYG000002024,,0.0,,,False
LR (metaflye),,MGYG000002029,,0.0,,,False
LR (metaflye),,MGYG000002033,,0.0,,,False
LR (metaflye),,MGYG000002034,,0.0,,,False
LR (metaflye),,MGYG000002036,,0.0,,,False
LR (metaflye),,MGYG000002038,,0.0,,,False
LR (metaflye),,MGYG000002039,,0.0,,,False
LR (metaflye),,MGYG000002042,,0.0,,,False
LR (metaflye),,MGYG000002047,,0.0,,,False
LR (metaflye),,MGYG000002056,,0.0,,,False
LR (metaflye),,MGYG000002061,,0.0,,,False
LR (metaflye),,MGYG000002072,,0.0,,,False
LR (metaflye),,MGYG000002073,,0.0,,,False
LR (metaflye),,MGYG000002075,,0.0,,,False
LR (metaflye),,MGYG000002080,,0.0,,,False
LR (metaflye),,MGYG000002082,,0.0,,,False
LR (metaflye),,MGYG000002091,,0.0,,,False
LR (metaflye),,MGYG000002093,,0.0,,,False
LR (metaflye),,MGYG000002094,,0.0,,,False
LR (metaflye),,MGYG000002096,,0.0,,,False
LR (metaflye),,MGYG000002097,,0.0,,,False
LR (metaflye),,MGYG000002098,,0.0,,,False
LR (metaflye),,MGYG000002099,,0.0,,,False
LR (metaflye),,MGYG000002104,,0.0,,,False
LR (metaflye),,MGYG000002105,,0.0,,,False
LR (metaflye),,MGYG000002106,,0.0,,,False
LR (metaflye),,MGYG000002108,,0.0,,,False
LR (metaflye),,MGYG000002114,,0.0,,,False
LR (metaflye),,MGYG000002124,,0.0,,,False
LR (metaflye),,MGYG000002125,,0.0,,,False
LR (metaflye),,MGYG000002129,,0.0,,,False
LR (metaflye),,MGYG000002133,,0.0,,,False
LR (metaflye),,MGYG000002134,,0.0,,,False
LR (metaflye),,MGYG000002135,,0.0,,,False
LR (metaflye),,MGYG000002136,,0.0,,,False
LR (metaflye),,MGYG000002143,,0.0,,,False
LR (metaflye),,MGYG000002144,,0.0,,,False
LR (metaflye),,MGYG000002145,,0.0,,,False
LR (metaflye),,MGYG000002146,,0.0,,,False
LR (metaflye),,MGYG000002149,,0.0,,,False
LR (metaflye),,MGYG000002151,,0.0,,,False
LR (metaflye),,MGYG000002152,,0.0,,,False
LR (metaflye),,MGYG000002154,,0.0,,,False
LR (metaflye),,MGYG000002155,,0.0,,,False
LR (metaflye),,MGYG000002166,,0.0,,,False
LR (metaflye),,MGYG000002168,,0.0,,,False
LR (metaflye),,MGYG000002170,,0.0,,,False
LR (metaflye),,MGYG000002171,,0.0,,,False
LR (metaflye),,MGYG000002175,,0.0,,,False
LR (metaflye),,MGYG000002177,,0.0,,,False
LR (metaflye),,MGYG000002180,,0.0,,,False
LR (metaflye),,MGYG000002181,,0.0,,,False
LR (metaflye),,MGYG000002185,,0.0,,,False
LR (metaflye),,MGYG000002186,,0.0,,,False
LR (metaflye),,MGYG000002188,,0.0,,,False
LR (metaflye),,MGYG000002191,,0.0,,,False
LR (metaflye),,MGYG000002192,,0.0,,,False
LR (metaflye),,MGYG000002193,,0.0,,,False
LR (metaflye),,MGYG000002201,,0.0,,,False
LR (metaflye),,MGYG000002202,,0.0,,,False
LR (metaflye),,MGYG000002210,,0.0,,,False
LR (metaflye),,MGYG000002218,,0.0,,,False
LR (metaflye),,MGYG000002224,,0.0,,,False
LR (metaflye),,MGYG000002226,,0.0,,,False
LR (metaflye),,MGYG000002233,,0.0,,,False
LR (metaflye),,MGYG000002234,,0.0,,,False
LR (metaflye),,MGYG000002238,,0.0,,,False
LR (metaflye),,MGYG000002267,,0.0,,,False
LR (metaflye),,MGYG000002268,,0.0,,,False
LR (metaflye),,MGYG000002270,,0.0,,,False
LR (metaflye),,MGYG000002271,,0.0,,,False
LR (metaflye),,MGYG000002274,,0.0,,,False
LR (metaflye),,MGYG000002276,,0.0,,,False
LR (metaflye),,MGYG000002277,,0.0,,,False
LR (metaflye),,MGYG000002278,,0.0,,,False
LR (metaflye),,MGYG000002279,,0.0,,,False
LR (metaflye),,MGYG000002281,,0.0,,,False
LR (metaflye),,MGYG000002282,,0.0,,,False
LR (metaflye),,MGYG000002285,,0.0,,,False
LR (metaflye),,MGYG000002286,,0.0,,,False
LR (metaflye),,MGYG000002287,,0.0,,,False
LR (metaflye),,MGYG000002289,,0.0,,,False
LR (metaflye),,MGYG000002290,,0.0,,,False
LR (metaflye),,MGYG000002295,,0.0,,,False
LR (metaflye),,MGYG000002296,,0.0,,,False
LR (metaflye),,MGYG000002297,,0.0,,,False
LR (metaflye),,MGYG000002298,,0.0,,,False
LR (metaflye),,MGYG000002304,,0.0,,,False
LR (metaflye),,MGYG000002312,,0.0,,,False
LR (metaflye),,MGYG000002316,,0.0,,,False
LR (metaflye),,MGYG000002319,,0.0,,,False
LR (metaflye),,MGYG000002320,,0.0,,,False
LR (metaflye),,MGYG000002321,,0.0,,,False
LR (metaflye),,MGYG000002322,,0.0,,,False
LR (metaflye),,MGYG000002324,,0.0,,,False
LR (metaflye),,MGYG000002327,,0.0,,,False
LR (metaflye),,MGYG000002328,,0.0,,,False
LR (metaflye),,MGYG000002330,,0.0,,,False
LR (metaflye),,MGYG000002336,,0.0,,,False
LR (metaflye),,MGYG000002340,,0.0,,,False
LR (metaflye),,MGYG000002347,,0.0,,,False
LR (metaflye),,MGYG000002348,,0.0,,,False
LR (metaflye),,MGYG000002349,,0.0,,,False
LR (metaflye),,MGYG000002351,,0.0,,,False
LR (metaflye),,MGYG000002352,,0.0,,,False
LR (metaflye),,MGYG000002353,,0.0,,,False
LR (metaflye),,MGYG000002362,,0.0,,,False
LR (metaflye),,MGYG000002363,,0.0,,,False
LR (metaflye),,MGYG000002376,,0.0,,,False
LR (metaflye),,MGYG000002386,,0.0,,,False
LR (metaflye),,MGYG000002387,,0.0,,,False
LR (metaflye),,MGYG000002388,,0.0,,,False
LR (metaflye),,MGYG000002389,,0.0,,,False
LR (metaflye),,MGYG000002393,,0.0,,,False
LR (metaflye),,MGYG000002397,,0.0,,,False
LR (metaflye),,MGYG000002401,,0.0,,,False
LR (metaflye),,MGYG000002405,,0.0,,,False
LR (metaflye),,MGYG000002410,,0.0,,,False
LR (metaflye),,MGYG000002412,,0.0,,,False
LR (metaflye),,MGYG000002416,,0.0,,,False
LR (metaflye),,MGYG000002417,,0.0,,,False
LR (metaflye),,MGYG000002419,,0.0,,,False
LR (metaflye),,MGYG000002424,,0.0,,,False
LR (metaflye),,MGYG000002432,,0.0,,,False
LR (metaflye),,MGYG000002438,,0.0,,,False
LR (metaflye),,MGYG000002440,,0.0,,,False
LR (metaflye),,MGYG000002441,,0.0,,,False
LR (metaflye),,MGYG000002444,,0.0,,,False
LR (metaflye),,MGYG000002445,,0.0,,,False
LR (metaflye),,MGYG000002447,,0.0,,,False
LR (metaflye),,MGYG000002448,,0.0,,,False
LR (metaflye),,MGYG000002450,,0.0,,,False
LR (metaflye),,MGYG000002451,,0.0,,,False
LR (metaflye),,MGYG000002453,,0.0,,,False
LR (metaflye),,MGYG000002455,,0.0,,,False
LR (metaflye),,MGYG000002460,,0.0,,,False
LR (metaflye),,MGYG000002463,,0.0,,,False
LR (metaflye),,MGYG000002469,,0.0,,,False
LR (metaflye),,MGYG000002473,,0.0,,,False
LR (metaflye),,MGYG000002483,,0.0,,,False
LR (metaflye),,MGYG000002485,,0.0,,,False
LR (metaflye),,MGYG000002486,,0.0,,,False
LR (metaflye),,MGYG000002487,,0.0,,,False
LR (metaflye),,MGYG000002503,,0.0,,,False
LR (metaflye),,MGYG000002504,,0.0,,,False
LR (metaflye),,MGYG000002506,,0.0,,,False
LR (metaflye),,MGYG000002508,,0.0,,,False
LR (metaflye),,MGYG000002510,,0.0,,,False
LR (metaflye),,MGYG000002511,,0.0,,,False
LR (metaflye),,MGYG000002519,,0.0,,,False
LR (metaflye),,MGYG000002523,,0.0,,,False
LR (metaflye),,MGYG000002538,,0.0,,,False
LR (metaflye),,MGYG000002540,,0.0,,,False
LR (metaflye),,MGYG000002546,,0.0,,,False
LR (metaflye),,MGYG000002549,,0.0,,,False
LR (metaflye),,MGYG000002552,,0.0,,,False
LR (metaflye),,MGYG000002553,,0.0,,,False
LR (metaflye),,MGYG000002558,,0.0,,,False
LR (metaflye),,MGYG000002559,,0.0,,,False
LR (metaflye),,MGYG000002563,,0.0,,,False
LR (metaflye),,MGYG000002572,,0.0,,,False
LR (metaflye),,MGYG000002573,,0.0,,,False
LR (metaflye),,MGYG000002580,,0.0,,,False
LR (metaflye),,MGYG000002581,,0.0,,,False
LR (metaflye),,MGYG000002583,,0.0,,,False
LR (metaflye),,MGYG000002586,,0.0,,,False
LR (metaflye),,MGYG000002588,,0.0,,,False
LR (metaflye),,MGYG000002592,,0.0,,,False
LR (metaflye),,MGYG000002594,,0.0,,,False
LR (metaflye),,MGYG000002596,,0.0,,,False
LR (metaflye),,MGYG000002601,,0.0,,,False
LR (metaflye),,MGYG000002602,,0.0,,,False
LR (metaflye),,MGYG000002609,,0.0,,,False
LR (metaflye),,MGYG000002612,,0.0,,,False
LR (metaflye),,MGYG000002617,,0.0,,,False
LR (metaflye),,MGYG000002621,,0.0,,,False
LR (metaflye),,MGYG000002622,,0.0,,,False
LR (metaflye),,MGYG000002625,,0.0,,,False
LR (metaflye),,MGYG000002626,,0.0,,,False
LR (metaflye),,MGYG000002633,,0.0,,,False
LR (metaflye),,MGYG000002638,,0.0,,,False
LR (metaflye),,MGYG000002655,,0.0,,,False
LR (metaflye),,MGYG000002672,,0.0,,,False
LR (metaflye),,MGYG000002673,,0.0,,,False
LR (metaflye),,MGYG000002676,,0.0,,,False
LR (metaflye),,MGYG000002680,,0.0,,,False
LR (metaflye),,MGYG000002682,,0.0,,,False
LR (metaflye),,MGYG000002684,,0.0,,,False
LR (metaflye),,MGYG000002689,,0.0,,,False
LR (metaflye),,MGYG000002691,,0.0,,,False
LR (metaflye),,MGYG000002693,,0.0,,,False
LR (metaflye),,MGYG000002694,,0.0,,,False
LR (metaflye),,MGYG000002695,,0.0,,,False
LR (metaflye),,MGYG000002697,,0.0,,,False
LR (metaflye),,MGYG000002698,,0.0,,,False
LR (metaflye),,MGYG000002704,,0.0,,,False
LR (metaflye),,MGYG000002707,,0.0,,,False
LR (metaflye),,MGYG000002708,,0.0,,,False
LR (metaflye),,MGYG000002710,,0.0,,,False
LR (metaflye),,MGYG000002711,,0.0,,,False
LR (metaflye),,MGYG000002716,,0.0,,,False
LR (metaflye),,MGYG000002718,,0.0,,,False
LR (metaflye),,MGYG000002723,,0.0,,,False
LR (metaflye),,MGYG000002724,,0.0,,,False
LR (metaflye),,MGYG000002725,,0.0,,,False
LR (metaflye),,MGYG000002726,,0.0,,,False
LR (metaflye),,MGYG000002737,,0.0,,,False
LR (metaflye),,MGYG000002756,,0.0,,,False
LR (metaflye),,MGYG000002776,,0.0,,,False
LR (metaflye),,MGYG000002779,,0.0,,,False
LR (metaflye),,MGYG000002780,,0.0,,,False
LR (metaflye),,MGYG000002781,,0.0,,,False
LR (metaflye),,MGYG000002782,,0.0,,,False
LR (metaflye),,MGYG000002784,,0.0,,,False
LR (metaflye),,MGYG000002785,,0.0,,,False
LR (metaflye),,MGYG000002794,,0.0,,,False
LR (metaflye),,MGYG000002805,,0.0,,,False
LR (metaflye),,MGYG000002810,,0.0,,,False
LR (metaflye),,MGYG000002816,,0.0,,,False
LR (metaflye),,MGYG000002838,,0.0,,,False
LR (metaflye),,MGYG000002840,,0.0,,,False
LR (metaflye),,MGYG000002841,,0.0,,,False
LR (metaflye),,MGYG000002845,,0.0,,,False
LR (metaflye),,MGYG000002872,,0.0,,,False
LR (metaflye),,MGYG000002874,,0.0,,,False
LR (metaflye),,MGYG000002876,,0.0,,,False
LR (metaflye),,MGYG000002908,,0.0,,,False
LR (metaflye),,MGYG000002910,,0.0,,,False
LR (metaflye),,MGYG000002912,,0.0,,,False
LR (metaflye),,MGYG000002925,,0.0,,,False
LR (metaflye),,MGYG000002940,,0.0,,,False
LR (metaflye),,MGYG000002941,,0.0,,,False
LR (metaflye),,MGYG000002943,,0.0,,,False
LR (metaflye),,MGYG000002944,,0.0,,,False
LR (metaflye),,MGYG000002945,,0.0,,,False
LR (metaflye),,MGYG000002954,,0.0,,,False
LR (metaflye),,MGYG000002964,,0.0,,,False
LR (metaflye),,MGYG000002969,,0.0,,,False
LR (metaflye),,MGYG000002975,,0.0,,,False
LR (metaflye),,MGYG000002982,,0.0,,,False
LR (metaflye),,MGYG000002985,,0.0,,,False
LR (metaflye),,MGYG000002986,,0.0,,,False
LR (metaflye),,MGYG000002990,,0.0,,,False
LR (metaflye),,MGYG000002998,,0.0,,,False
LR (metaflye),,MGYG000002999,,0.0,,,False
LR (metaflye),,MGYG000003003,,0.0,,,False
LR (metaflye),,MGYG000003004,,0.0,,,False
LR (metaflye),,MGYG000003022,,0.0,,,False
LR (metaflye),,MGYG000003042,,0.0,,,False
LR (metaflye),,MGYG000003063,,0.0,,,False
LR (metaflye),,MGYG000003069,,0.0,,,False
LR (metaflye),,MGYG000003074,,0.0,,,False
LR (metaflye),,MGYG000003077,,0.0,,,False
LR (metaflye),,MGYG000003087,,0.0,,,False
LR (metaflye),,MGYG000003090,,0.0,,,False
LR (metaflye),,MGYG000003114,,0.0,,,False
LR (metaflye),,MGYG000003124,,0.0,,,False
LR (metaflye),,MGYG000003152,,0.0,,,False
LR (metaflye),,MGYG000003158,,0.0,,,False
LR (metaflye),,MGYG000003163,,0.0,,,False
LR (metaflye),,MGYG000003169,,0.0,,,False
LR (metaflye),,MGYG000003170,,0.0,,,False
LR (metaflye),,MGYG000003189,,0.0,,,False
LR (metaflye),,MGYG000003190,,0.0,,,False
LR (metaflye),,MGYG000003210,,0.0,,,False
LR (metaflye),,MGYG000003211,,0.0,,,False
LR (metaflye),,MGYG000003214,,0.0,,,False
LR (metaflye),,MGYG000003215,,0.0,,,False
LR (metaflye),,MGYG000003217,,0.0,,,False
LR (metaflye),,MGYG000003220,,0.0,,,False
LR (metaflye),,MGYG000003224,,0.0,,,False
LR (metaflye),,MGYG000003226,,0.0,,,False
LR (metaflye),,MGYG000003230,,0.0,,,False
LR (metaflye),,MGYG000003233,,0.0,,,False
LR (metaflye),,MGYG000003237,,0.0,,,False
LR (metaflye),,MGYG000003250,,0.0,,,False
LR (metaflye),,MGYG000003253,,0.0,,,False
LR (metaflye),,MGYG000003257,,0.0,,,False
LR (metaflye),,MGYG000003258,,0.0,,,False
LR (metaflye),,MGYG000003278,,0.0,,,False
LR (metaflye),,MGYG000003284,,0.0,,,False
LR (metaflye),,MGYG000003288,,0.0,,,False
LR (metaflye),,MGYG000003293,,0.0,,,False
LR (metaflye),,MGYG000003295,,0.0,,,False
LR (metaflye),,MGYG000003297,,0.0,,,False
LR (metaflye),,MGYG000003298,,0.0,,,False
LR (metaflye),,MGYG000003299,,0.0,,,False
LR (metaflye),,MGYG000003302,,0.0,,,False
LR (metaflye),,MGYG000003303,,0.0,,,False
LR (metaflye),,MGYG000003304,,0.0,,,False
LR (metaflye),,MGYG000003306,,0.0,,,False
LR (metaflye),,MGYG000003313,,0.0,,,False
LR (metaflye),,MGYG000003324,,0.0,,,False
LR (metaflye),,MGYG000003335,,0.0,,,False
LR (metaflye),,MGYG000003392,,0.0,,,False
LR (metaflye),,MGYG000003396,,0.0,,,False
LR (metaflye),,MGYG000003405,,0.0,,,False
LR (metaflye),,MGYG000003409,,0.0,,,False
LR (metaflye),,MGYG000003411,,0.0,,,False
LR (metaflye),,MGYG000003417,,0.0,,,False
LR (metaflye),,MGYG000003440,,0.0,,,False
LR (metaflye),,MGYG000003450,,0.0,,,False
LR (metaflye),,MGYG000003451,,0.0,,,False
LR (metaflye),,MGYG000003456,,0.0,,,False
LR (metaflye),,MGYG000003481,,0.0,,,False
LR (metaflye),,MGYG000003482,,0.0,,,False
LR (metaflye),,MGYG000003486,,0.0,,,False
LR (metaflye),,MGYG000003504,,0.0,,,False
LR (metaflye),,MGYG000003508,,0.0,,,False
LR (metaflye),,MGYG000003620,,0.0,,,False
LR (metaflye),,MGYG000003658,,0.0,,,False
LR (metaflye),,MGYG000003668,,0.0,,,False
LR (metaflye),,MGYG000003681,,0.0,,,False
LR (metaflye),,MGYG000003682,,0.0,,,False
LR (metaflye),,MGYG000003684,,0.0,,,False
LR (metaflye),,MGYG000003686,,0.0,,,False
LR (metaflye),,MGYG000003689,,0.0,,,False
LR (metaflye),,MGYG000003690,,0.0,,,False
LR (metaflye),,MGYG000003697,,0.0,,,False
LR (metaflye),,MGYG000003702,,0.0,,,False
LR (metaflye),,MGYG000003718,,0.0,,,False
LR (metaflye),,MGYG000003729,,0.0,,,False
LR (metaflye),,MGYG000003747,,0.0,,,False
LR (metaflye),,MGYG000003748,,0.0,,,False
LR (metaflye),,MGYG000003754,,0.0,,,False
LR (metaflye),,MGYG000003768,,0.0,,,False
LR (metaflye),,MGYG000003770,,0.0,,,False
LR (metaflye),,MGYG000003783,,0.0,,,False
LR (metaflye),,MGYG000003786,,0.0,,,False
LR (metaflye),,MGYG000003790,,0.0,,,False
LR (metaflye),,MGYG000003794,,0.0,,,False
LR (metaflye),,MGYG000003818,,0.0,,,False
LR (metaflye),,MGYG000003820,,0.0,,,False
LR (metaflye),,MGYG000003821,,0.0,,,False
LR (metaflye),,MGYG000003822,,0.0,,,False
LR (metaflye),,MGYG000003832,,0.0,,,False
LR (metaflye),,MGYG000003833,,0.0,,,False
LR (metaflye),,MGYG000003834,,0.0,,,False
LR (metaflye),,MGYG000003837,,0.0,,,False
LR (metaflye),,MGYG000003838,,0.0,,,False
LR (metaflye),,MGYG000003860,,0.0,,,False
LR (metaflye),,MGYG000003863,,0.0,,,False
LR (metaflye),,MGYG000003875,,0.0,,,False
LR (metaflye),,MGYG000003886,,0.0,,,False
LR (metaflye),,MGYG000003892,,0.0,,,False
LR (metaflye),,MGYG000003907,,0.0,,,False
LR (metaflye),,MGYG000003910,,0.0,,,False
LR (metaflye),,MGYG000003911,,0.0,,,False
LR (metaflye),,MGYG000003912,,0.0,,,False
LR (metaflye),,MGYG000003921,,0.0,,,False
LR (metaflye),,MGYG000003925,,0.0,,,False
LR (metaflye),,MGYG000003934,,0.0,,,False
LR (metaflye),,MGYG000003938,,0.0,,,False
LR (metaflye),,MGYG000003940,,0.0,,,False
LR (metaflye),,MGYG000003942,,0.0,,,False
LR (metaflye),,MGYG000003943,,0.0,,,False
LR (metaflye),,MGYG000003949,,0.0,,,False
LR (metaflye),,MGYG000003957,,0.0,,,False
LR (metaflye),,MGYG000003958,,0.0,,,False
LR (metaflye),,MGYG000003959,,0.0,,,False
LR (metaflye),,MGYG000003960,,0.0,,,False
LR (metaflye),,MGYG000003961,,0.0,,,False
LR (metaflye),,MGYG000003963,,0.0,,,False
LR (metaflye),,MGYG000003965,,0.0,,,False
LR (metaflye),,MGYG000003966,,0.0,,,False
LR (metaflye),,MGYG000003967,,0.0,,,False
LR (metaflye),,MGYG000003972,,0.0,,,False
LR (metaflye),,MGYG000003973,,0.0,,,False
LR (metaflye),,MGYG000003975,,0.0,,,False
LR (metaflye),,MGYG000003978,,0.0,,,False
LR (metaflye),,MGYG000003979,,0.0,,,False
LR (metaflye),,MGYG000003980,,0.0,,,False
LR (metaflye),,MGYG000003984,,0.0,,,False
LR (metaflye),,MGYG000003987,,0.0,,,False
LR (metaflye),,MGYG000003989,,0.0,,,False
LR (metaflye),,MGYG000003992,,0.0,,,False
LR (metaflye),,MGYG000003995,,0.0,,,False
LR (metaflye),,MGYG000003998,,0.0,,,False
LR (metaflye),,MGYG000004000,,0.0,,,False
LR (metaflye),,MGYG000004010,,0.0,,,False
LR (metaflye),,MGYG000004014,,0.0,,,False
LR (metaflye),,MGYG000004016,,0.0,,,False
LR (metaflye),,MGYG000004017,,0.0,,,False
LR (metaflye),,MGYG000004019,,0.0,,,False
LR (metaflye),,MGYG000004020,,0.0,,,False
LR (metaflye),,MGYG000004022,,0.0,,,False
LR (metaflye),,MGYG000004025,,0.0,,,False
LR (metaflye),,MGYG000004033,,0.0,,,False
LR (metaflye),,MGYG000004034,,0.0,,,False
LR (metaflye),,MGYG000004035,,0.0,,,False
LR (metaflye),,MGYG000004036,,0.0,,,False
